R_Name,hierarchy
SA-BBBEEA 560-2017 (000) Reg 16.6,16.6
SA-BA 94-1990 Sec74(1)(a),74.1.1
SA-BA 94-1990 Sec73(4),73.4
SA-BA 94-1990 Sec73(3)(b)(vii),73.3.2.7
SA-BA 94-1990 Sec73(3)(b)(vi),73.3.2.6
SA-BA 94-1990 Sec73(3)(b)(v),73.3.2.22
SA-BA 94-1990 Sec73(3)(b)(iv),73.3.2.4
SA-BA 94-1990 Sec73(3)(b)(iii),73.3.2.3
SA-BA 94-1990 Sec73(3)(b)(ii),73.3.2.34
SA-BA 94-1990 Sec73(3)(b)(i),73.3.2.9
SA-BA 94-1990 Sec73(3)(a)(ii),73.3.1.34
SA-BA 94-1990 Sec73(3)(a)(i),73.3.1.9
SA-BA 94-1990 Sec73(2)(e),73.2.5
SA-BA 94-1990 Sec73(2)(d),73.2.4
SA-BA 94-1990 Sec73(2)(c),73.2.3
SA-BA 94-1990 Sec73(2)(b),73.2.2
SA-BA 94-1990 Sec73(2)(a),73.2.1
SA-NEMBA 477-2017 Reg 7(2)(f),7.2.6
SA-NEMBA 477-2017 Reg 7(2)(e ),NULL
SA-NEMBA 477-2017 Reg 7(2)(d),7.2.4
SA-BA 94-1990 Sec73(1)(b),73.1.2
SA-BA 94-1990 Sec73(1)(a),73.1.1
SA-BA 94-1990 Sec73,73
SA-BA 94-1990 Sec72(4),72.4
SA-BA 94-1990 Sec72(3),72.3
SA-BA 94-1990 Sec72(2),72.2
SA-BA 94-1990 Sec72(1),72.1
SA-BA 94-1990 Sec71,71
SA-BA 94-1990 Sec70A(2)(c)(ii),20.2.3.34
SA-NEMBA 152-2007 Reg60(1)(f),60.1.6.0.1.6
SA-BA 94-1990 Sec70A(2)(c)(i),20.2.3.9
SA-BA 94-1990 Sec70A(2)(c),20.2.3
SA-BA 94-1990 Sec70A(2)(b)(ii),20.2.2.34
SA-BA 94-1990 Sec70A(2)(b)(i),20.2.2.9
SA-BA 94-1990 Sec70A(2)(b),20.2.2
SA-BA 94-1990 Sec70A(2)(a)(ii),20.2.1.34
SA-BA 94-1990 Sec70A(2)(a)(i),20.2.1.9
SA-BA 94-1990 Sec64C(2)(j),22.2.10
SA-NEMBA 152-2007 Reg60(1)(c),60.1.3.0.1.3
SA-BA 94-1990 Sec70A(1)(b),20.1.2
SA-BA 94-1990 Sec70A(1)(a),20.1.1
SA-BA 94-1990 Sec70(2B)(b)(iv),70.21.2.4
SA-BA 94-1990 Sec70(2B)(b)(iii)(bb),70.21.2.3.27
SA-BA 94-1990 Sec70(2B)(b)(iii)(aa),70.21.2.3.26
SA-BA 94-1990 Sec70(2B)(b)(iii),70.21.2.3
SA-MPRA 6-2004 Sec54(2)(c),54.2.3
SA-BA 94-1990 Sec70(2B)(b)(ii)(bb),70.21.2.34.27
SA-BA 94-1990 Sec70(2B)(b)(ii)(aa),70.21.2.34.26
SA-BA 94-1990 Sec70(2B)(b)(ii),70.21.2.34
SA-BA 94-1990 Sec70(2B)(b)(i)(bb),70.21.2.9.27
SA-BA 94-1990 Sec70(2B)(b)(i)(aa),70.21.2.9.26
SA-BA 94-1990 Sec70(2B)(b)(i),70.21.2.9
SA-BA 94-1990 Sec70(2B)(a)(ii),70.21.1.34
SA-BA 94-1990 Sec70(2B)(a)(i),70.21.1.9
SA-BA 94-1990 Sec70(2B)(a),70.21.1
SA-BA 94-1990 Sec70(2A)(b)(iv),70.20.2.4
SA-BA 94-1990 Sec70(2A)(b)(iii)(bb),70.20.2.3.27
SA-BA 94-1990 Sec70(2A)(b)(iii)(aa),70.20.2.3.26
SA-BA 94-1990 Sec70(2A)(b)(iii),70.20.2.3
SA-CPA 817-2014 Par 16.1.1,16.1.1
SA-CPA 817-2014 Par 15.6,15.6
SA-BA 94-1990 Sec70(2A)(b)(ii)(bb),70.20.2.34.27
SA-BA 94-1990 Sec70(2A)(b)(ii)(aa),70.20.2.34.26
SA-BA 94-1990 Sec70(2A)(b)(ii),70.20.2.34
SA-BA 94-1990 Sec70(2A)(b)(i)(bb),70.20.2.9.27
SA-BA 94-1990 Sec70(2A)(b)(i)(aa),70.20.2.9.26
SA-BA 94-1990 Sec70(2A)(b)(i),70.20.2.9
SA-BA 94-1990 Sec70(2A)(a)(ii),70.20.1.34
SA-BA 94-1990 Sec70(2A)(a)(i),70.20.1.9
SA-BA 94-1990 Sec70(2A)(a),70.20.1
SA-BA 94-1990 Sec70(2)(b)(iii)(bb),70.2.2.3.27
SA-BA 94-1990 Sec70(2)(b)(iii)(aa),70.2.2.3.26
SA-BA 94-1990 Sec70(2)(b)(iii),70.2.2.3
SA-BA 94-1990 Sec70(2)(b)(ii)(bb),70.2.2.34.27
SA-BA 94-1990 Sec70(2)(b)(ii)(aa),70.2.2.34.26
SA-BA 94-1990 Sec70(2)(b)(ii),70.2.2.34
SA-BA 94-1990 Sec70(2)(b)(i)(bb),70.2.2.9.27
SA-BA 94-1990 Sec70(2)(b)(i)(aa),70.2.2.9.26
SA-BA 94-1990 Sec70(2)(b)(i),70.2.2.9
SA-BA 94-1990 Sec70(2)(a)(ii),70.2.1.34
SA-BA 94-1990 Sec70(2)(a)(i),70.2.1.9
SA-CPA 817-2014 Par 7.1,7.1
SA-NEMAWASTE 632-2015 Reg 6(5)(a),6.5.1
SA-BA 94-1990 Sec70(2)(a),70.2.1
SA-BA 94-1990 Sec70(1),70.1
SA-BA 94-1990 Sec69A(18),20.18
SA-BA 94-1990 Sec69A(17),20.17
SA-BA 94-1990 Sec69A(16),20.16
SA-BA 94-1990 Sec69A(15),20.15
SA-BA 94-1990 Sec69A(14)(f),20.14.6
SA-BA 94-1990 Sec69A(14)(e),20.14.5
SA-BA 94-1990 Sec69A(14)(d),20.14.4
SA-BA 94-1990 Sec69A(14)(c),20.14.3
SA-BA 94-1990 Sec69A(14)(b)(iii)(bb),20.14.2.3.27
SA-PSA 124-1998 Sec25,25
SA-NEMAWA 22-2019 Reg 4(2),4.2.4.0
SA-BA 94-1990 Sec69A(14)(b)(iii)(aa),20.14.2.3.26
SA-BA 94-1990 Sec69A(14)(b)(ii),20.14.2.34
SA-BA 94-1990 Sec69A(14)(b)(i),20.14.2.9
SA-BA 94-1990 Sec69A(14)(a),20.14.1
SA-BA 94-1990 Sec69A(13),20.13
SA-BA 94-1990 Sec69A(12)(c),20.12.3
SA-BA 94-1990 Sec69A(12)(b),20.12.2
SA-BA 94-1990 Sec69A(12)(a),20.12.1
SA-BA 94-1990 Sec69A(11)(d),20.11.4
SA-BA 94-1990 Sec69A(11)(c),20.11.3
SA-BA 94-1990 Sec69A(11)(b)(ii),20.11.2.34
SA-BA 94-1990 Sec69A(11)(b)(i),20.11.2.9
SA-BA 94-1990 Sec69A(11)(a),20.11.1
SA-BA 94-1990 Sec69A(11),20.11
SA-BA 94-1990 Sec69A(10),20.1
SA-BA 94-1990 Sec69A(9),20.9
SA-BA 94-1990 Sec69A(8),20.8
SA-BEA 34-1964 Sec100(a),100.1
SA-BA 94-1990 Sec69A(7),20.7
SA-BA 94-1990 Sec69A(6)(c),20.6.3
SA-BA 94-1990 Sec69A(6)(b),20.6.2
SA-BA 94-1990 Sec69A(6)(a),20.6.1
SA-BA 94-1990 Sec69A(5A),20.2
SA-BA 94-1990 Sec69A(5),20.5
SA-BA 94-1990 Sec69A(4)(b),20.4.2
SA-BEA 34-1964 Sec18(4),18.4
SA-BA 94-1990 Sec69A(4)(a),20.4.1
SA-BA 94-1990 Sec69A(3),20.3
SA-BA 94-1990 Sec69A(2),20.2
SA-BA 94-1990 Sec69A(1),20.1
SA-BA 94-1990 Sec69(10)(b),69.10.2
SA-BA 94-1990 Sec69(10)(a),69.10.1
SA-BA 94-1990 Sec69(9)(b),69.9.2
SA-BA 94-1990 Sec69(9)(a),69.9.1
SA-BA 94-1990 Sec69(8)(b),69.8.2
SA-ECA 241-2017 Reg11(1)4,11.14
SA-BA 94-1990 Sec69(8)(a),69.8.1
SA-BA 94-1990 Sec69(7),69.7
SA-BA 94-1990 Sec69(6B),69.21
SA-BA 94-1990 Sec69(6A),69.2
SA-BA 94-1990 Sec69(6)(b),69.6.2
SA-BA 94-1990 Sec69(6)(a),69.6.1
SA-BA 94-1990 Sec69(5),69.5
SA-BA 94-1990 Sec69(4),69.4
SA-BA 94-1990 Sec69(3A),69.2
SA-BA 94-1990 Sec69(3)(k),69.3.11
SA-BA 94-1990 Sec69(3)(j),69.3.10
SA-BA 94-1990 Sec69(3)(i),69.3.9
SA-BA 94-1990 Sec69(3)(h),69.3.8
SA-BA 94-1990 Sec69(3)(g),69.3.7
SA-BA 94-1990 Sec69(3)(f),69.3.6
SA-BA 94-1990 Sec69(3)(e),69.3.5
SA-BA 94-1990 Sec69(3)(d),69.3.4
SA-BA 94-1990 Sec69(3)(c),69.3.3
SA-BA 94-1990 Sec69(3)(b),69.3.2
SA-BA 94-1990 Sec69(3)(a),69.3.1
SA-BA 94-1990 Sec69(3),69.3
SA-BA 94-1990 Sec69(2G),69.26
SA-BA 94-1990 Sec69(2F)(b),69.25.2
SA-BA 94-1990 Sec69(2F)(a),69.25.1
SA-BA 94-1990 Sec69(2E),69.24
SA-BA 94-1990 Sec69(2D),69.23
SA-BA 94-1990 Sec69(2C)(d)(ii),69.22.4.34
SA-BA 94-1990 Sec69(2C)(d)(i),69.22.4.9
SA-BA 94-1990 Sec69(2C)(c)(ii),69.22.3.34
SA-BA 94-1990 Sec69(2C)(c)(i),69.22.3.9
SA-BA 94-1990 Sec69(2C)(b)(iii),69.22.2.3
SA-BA 94-1990 Sec69(2C)(b)(ii),69.22.2.34
SA-BA 94-1990 Sec69(2C)(b)(i),69.22.2.9
SA-BA 94-1990 Sec69(2C)(a)(iii),69.22.1.3
SA-BA 94-1990 Sec69(2C)(a)(ii),69.22.1.34
SA-BA 94-1990 Sec69(2C)(a)(i),69.22.1.9
SA-BA 94-1990 Sec69(2B)(e),69.21.5
SA-BA 94-1990 Sec69(2B)(d),69.21.4
SA-BA 94-1990 Sec69(2B)(c),69.21.3
SA-BA 94-1990 Sec69(2B)(b),69.21.2
SA-BA 94-1990 Sec69(2B)(a),69.21.1
SA-BA 94-1990 Sec69(2A)(b),69.20.2
SA-BA 94-1990 Sec69(2A)(a),69.20.1
SA-BA 94-1990 Sec69(2)(d),69.2.4
SA-BA 94-1990 Sec69(2)(c),69.2.3
SA-BA 94-1990 Sec69(2)(b),69.2.2
SA-BA 94-1990 Sec69(2)(a),69.2.1
SA-BA 94-1990 Sec69(1)(c),69.1.3
SA-ECA 241-2017 Reg7(1)(f),7.1.6
SA-ECA 241-2017 Reg7(1)(e),7.1.5
SA-BA 94-1990 Sec69(1)(b),69.1.2
SA-BA 94-1990 Sec69(1)(a),69.1.1
SA-BA 94-1990 Sec68(5)(b),68.5.2
SA-BA 94-1990 Sec68(5)(a),68.5.1
SA-BA 94-1990 Sec68(3)(b),68.3.2
SA-BA 94-1990 Sec68(3)(a),68.3.1
SA-ECA 370-2016 Reg3(2)(a),3.2.1
SA-ECA 370-2016 Reg3(1),3.1
SA-BA 94-1990 Sec68(2A)(b),68.20.2
SA-BA 94-1990 Sec68(2A)(a),68.20.1
SA-BA 94-1990 Sec68(2),68.2
SA-BA 94-1990 Sec68(1A)(c),68.20.3
SA-BA 94-1990 Sec68(1A)(b),68.20.2
SA-BA 94-1990 Sec68(1A)(a),68.20.1
SA-BA 94-1990 Sec68(1)(c),68.1.3
SA-BA 94-1990 Sec68(1)(b),68.1.2
SA-BA 94-1990 Sec68(1)(a),68.1.1
SA-BA 94-1990 Sec68,68
SA-BA 94-1990 Sec67,67
SA-BA 94-1990 Sec66,66
SA-BA 94-1990 Sec65(2),65.2
SA-BA 94-1990 Sec65(1)(d),65.1.4
SA-BA 94-1990 Sec65(1)(c),65.1.3
SA-BA 94-1990 Sec65(1)(b),65.1.2
SA-BA 94-1990 Sec65(1)(a),65.1.1
SA-BA 94-1990 Sec64C(3),22.3
SA-BA 94-1990 Sec64C(2)(i),22.2.9
SA-BA 94-1990 Sec64C(2)(h),22.2.8
SA-BA 94-1990 Sec64C(2)(g),22.2.7
SA-BA 94-1990 Sec64C(2)(f),22.2.6
SA-BA 94-1990 Sec64C(2)(e),22.2.5
SA-BA 94-1990 Sec64C(2)(d),22.2.4
SA-BA 94-1990 Sec64C(2)(c),22.2.3
SA-BA 94-1990 Sec64C(2)(b),22.2.2
SA-BA 94-1990 Sec64C(2)(a),22.2.1
SA-BA 94-1990 Sec64C(1),22.1
SA-CUSTEA 91-1964 Sec113(1)(d),113.1.4
SA-CUSTEA 91-1964 Sec113(1)(c),113.1.3
SA-FAIS 63-2007 Par5(1)(1),5.1.1
SA-BA 94-1990 Sec64B(3),21.3
SA-BA 94-1990 Sec64B(2)(f),21.2.6
SA-BA 94-1990 Sec64B(2)(e),21.2.5
SA-BA 94-1990 Sec64B(2)(d),21.2.4
SA-BA 94-1990 Sec64B(2)(c),21.2.3
SA-BA 94-1990 Sec64B(2)(b)(iv),21.2.2.4
SA-BA 94-1990 Sec64B(2)(b)(iii),21.2.2.3
SA-BA 94-1990 Sec64B(2)(b)(ii),21.2.2.34
SA-BA 94-1990 Sec64B(2)(b)(i),21.2.2.9
SA-NEMAQA 614-2009 Reg 3(3),3.3
SA-NEMAQA 712-2017 Reg5(2)(a),5.2.1
SA-BA 94-1990 Sec64B(2)(a),21.2.1
SA-BA 94-1990 Sec64B(1),21.1
SA-BA 94-1990 Sec64A(3),20.3
SA-BA 94-1990 Sec64A(2)(n),20.2.14
SA-BA 94-1990 Sec64A(2)(m),20.2.13
SA-BA 94-1990 Sec64A(2)(l),20.2.12
SA-BA 94-1990 Sec64A(2)(k),20.2.11
SA-BA 94-1990 Sec64A(2)(j),20.2.10
SA-BA 94-1990 Sec64A(2)(i),20.2.9
SA-BA 94-1990 Sec64A(2)(h),20.2.8
SA-BA 94-1990 Sec64A(2)(g),20.2.7
SA-BA 94-1990 Sec64A(2)(f),20.2.6
SA-BA 94-1990 Sec64A(2)(e),20.2.5
SA-BA 94-1990 Sec64A(2)(d),20.2.4
SA-BA 94-1990 Sec64A(2)(c),20.2.3
SA-BA 94-1990 Sec64A(2)(b),20.2.2
SA-BA 94-1990 Sec64A(2)(a),20.2.1
SA-BA 94-1990 Sec64A(1),20.1
SA-OHSA 7-2010 Sch1 Reg12(1)(f)(i),12.1.6.9
SA-OHSA 7-2010 Sch1 Reg12(1)(e)(iii),12.1.5.3
SA-BA 94-1990 Sec64(4),64.4
SA-BA 94-1990 Sec64(3A),64.2
SA-BA 94-1990 Sec64(3)(b),64.3.2
SA-BA 94-1990 Sec64(3)(a),64.3.1
SA-BA 94-1990 Sec64(2D),64.23
SA-BA 94-1990 Sec64(2C),64.22
SA-BA 94-1990 Sec64(2B)(b)(ii),64.21.2.34
SA-FCA 60-2000 Sec10(1)(a)(ii),10.1.1.34
SA-BA 94-1990 Sec64(2B)(b)(i)(bb),64.21.2.9.27
SA-BA 94-1990 Sec64(2B)(b)(i)(aa),64.21.2.9.26
SA-BA 94-1990 Sec64(2B)(a)(ii),64.21.1.34
SA-BA 94-1990 Sec64(2B)(a)(i),64.21.1.9
SA-BA 94-1990 Sec64(2A),64.2
SA-BA 94-1990 Sec64(2)(b),64.2.2
SA-BA 94-1990 Sec64(2)(aI),NULL
SA-BA 94-1990 Sec64(2)(aH),NULL
SA-BA 94-1990 Sec64(2)(aG)(iv),NULL
SA-BA 94-1990 Sec64(2)(aG)(iii),NULL
SA-BA 94-1990 Sec64(2)(aG)(ii),NULL
SA-BA 94-1990 Sec64(2)(aG)(i),NULL
SA-BA 94-1990 Sec64(2)(aF)(iii),NULL
SA-BA 94-1990 Sec64(2)(aF)(ii),NULL
SA-BA 94-1990 Sec64(2)(aF)(i),NULL
SA-BA 94-1990 Sec64(2)(aE),NULL
SA-ITAA 356-2005 Reg34(2)(h),34.2.8
SA-BA 94-1990 Sec64(2)(aD),NULL
SA-BA 94-1990 Sec64(2)(aC),NULL
SA-BA 94-1990 Sec64(2)(aB),NULL
SA-BA 94-1990 Sec64(2)(aA),64.2.26
SA-BA 94-1990 Sec64(2)(a)(iii),64.2.1.3
SA-BA 94-1990 Sec64(2)(a)(ii),64.2.1.34
SA-BA 94-1990 Sec64(2)(a)(i),64.2.1.9
SA-BA 94-1990 Sec64(1),64.1
SA-BA 94-1990 Sec63(4),63.4
SA-BA 94-1990 Sec63(3),63.3
SA-BA 94-1990 Sec63(2),63.2
SA-BA 94-1990 Sec63(1)(c),63.1.3
SA-BA 94-1990 Sec63(1)(b)(ii),63.1.2.34
SA-BA 94-1990 Sec63(1)(b)(i),63.1.2.9
SA-BA 94-1990 Sec63(1)(a),63.1.1
SA-ITAA 3197-2003 Reg34(2)(h),34.2.8
SA-BA 94-1990 Sec63(1),63.1
SA-BA 94-1990 Sec62(2),62.2
SA-BA 94-1990 Sec62(1),62.1
SA-BA 94-1990 Sec61(6),61.6
SA-BA 94-1990 Sec61(5),61.5
SA-BA 94-1990 Sec61(4),61.4
SA-BA 94-1990 Sec61(3)(b)(iv),61.3.2.4
SA-BA 94-1990 Sec61(3)(b)(iii),61.3.2.3
SA-BA 94-1990 Sec61(3)(b)(ii),61.3.2.34
SA-ITAA 71-2002 Sec54(1)(a),54.1.1
SA-BA 94-1990 Sec61(3)(b)(i),61.3.2.9
SA-BA 94-1990 Sec61(3)(a)(ii),61.3.1.34
SA-BA 94-1990 Sec61(3)(a)(i),61.3.1.9
SA-BA 94-1990 Sec61(2),61.2
SA-BA 94-1990 Sec61(1)(b),61.1.2
SA-BA 94-1990 Sec61(1)(a),61.1.1
SA-BA 94-1990 Sec61(1),61.1
SA-BA 94-1990 Sec60B(3),21.3
SA-BA 94-1990 Sec60B(2)(i),21.2.9
SA-BA 94-1990 Sec60B(2)(h),21.2.8
SA-BA 94-1990 Sec60B(2)(g),21.2.7
SA-BA 94-1990 Sec60B(2)(f),21.2.6
SA-BA 94-1990 Sec60B(2)(e),21.2.5
SA-BA 94-1990 Sec60B(2)(d),21.2.4
SA-BA 94-1990 Sec60B(2)(c),21.2.3
SA-BA 94-1990 Sec60B(2)(b),21.2.2
SA-BA 94-1990 Sec60B(2)(a),21.2.1
SA-BA 94-1990 Sec60B(1),21.1
SA-BA 94-1990 Sec60A(3),20.3
SA-BA 94-1990 Sec60A(2),20.2
SA-BA 94-1990 Sec60A(1),20.1
SA-BA 94-1990 Sec60(8),60.8
SA-BA 94-1990 Sec60(7),60.7
SA-BA 94-1990 Sec60(6A),60.2
SA-BA 94-1990 Sec60(6)(k),60.6.11
SA-BA 94-1990 Sec60(6)(j),60.6.10
SA-BA 94-1990 Sec60(6)(i),60.6.9
SA-JPCPA 903-1998 SchPar41(e),41.5
SA-BA 94-1990 Sec60(6)(h),60.6.8
SA-BA 94-1990 Sec60(6)(g)(ii),60.6.7.34
SA-BA 94-1990 Sec60(6)(g)(i),60.6.7.9
SA-BA 94-1990 Sec60(6)(f),60.6.6
SA-BA 94-1990 Sec60(6)(e)(iii),60.6.5.3
SA-BA 94-1990 Sec60(6)(e)(ii),60.6.5.34
SA-BA 94-1990 Sec60(6)(e)(i),60.6.5.9
SA-BA 94-1990 Sec60(6)(d),60.6.4
SA-BA 94-1990 Sec60(6)(c),60.6.3
SA-JPCPA 903-1998 SchPar41(b),41.2
SA-BA 94-1990 Sec60(6)(b)(iii),60.6.2.3
SA-BA 94-1990 Sec60(6)(b)(ii),60.6.2.34
SA-BA 94-1990 Sec60(6)(b)(i),60.6.2.9
SA-BA 94-1990 Sec60(6)(a),60.6.1
SA-BA 94-1990 Sec60(5)(e),60.5.5
SA-BA 94-1990 Sec60(5)(d),60.5.4
SA-JPCPA 903-1998 SchPar2(d),2.4
SA-JPCPA 903-1998 SchPar2(c),2.3
SA-BA 94-1990 Sec60(5)(c),60.5.3
SA-BA 94-1990 Sec60(5)(b),60.5.2
SA-BA 94-1990 Sec60(5)(a),60.5.1
SA-BA 94-1990 Sec60(4),60.4
SA-BA 94-1990 Sec60(3)(b),60.3.2
SA-BA 94-1990 Sec60(3)(a),60.3.1
SA-BA 94-1990 Sec60(2),60.2
SA-BA 94-1990 Sec60(1B)(b)(iii),60.21.2.3
SA-BA 94-1990 Sec60(1B)(b)(ii),60.21.2.34
SA-BA 94-1990 Sec60(1B)(b)(i),60.21.2.9
SA-BA 94-1990 Sec60(1B)(a),60.21.1
SA-BA 94-1990 Sec60(1A)(d),60.20.4
SA-BA 94-1990 Sec60(1A)(c),60.20.3
SA-BA 94-1990 Sec60(1A)(b),60.20.2
SA-NCA 789-2007 Reg17(1)(b),17.1.2
SA-BA 94-1990 Sec60(1A)(a),60.20.1
SA-BA 94-1990 Sec60(1),60.1
SA-BA 94-1990 Sec60,60
SA-BA 94-1990 Sec59(2),59.2
SA-BA 94-1990 Sec59(1),59.1
SA-BA 94-1990 Sec58,58
SA-BA 94-1990 Sec57(3),57.3
SA-BA 94-1990 Sec57(2),57.2
SA-BA 94-1990 Sec57(1),57.1
SA-CDA 30-2014 Sec102(2),102.2
SA-BA 94-1990 Sec56(8),56.8
SA-BA 94-1990 Sec56(7),56.7
SA-BA 94-1990 Sec56(6),56.6
SA-BA 94-1990 Sec56(5)(b),56.5.2
SA-BA 94-1990 Sec56(5)(a),56.5.1
SA-BA 94-1990 Sec56(4),56.4
SA-BA 94-1990 Sec56(3)(b),56.3.2
SA-BA 94-1990 Sec56(3)(a),56.3.1
SA-BA 94-1990 Sec56(2)(b),56.2.2
SA-BA 94-1990 Sec56(2)(a),56.2.1
SA-BA 94-1990 Sec56(1)(b),56.1.2
SA-BA 94-1990 Sec56(1)(a),56.1.1
SA-BA 94-1990 Sec56,56
SA-BA 94-1990 Sec55(b),55.2
SA-BA 94-1990 Sec55(a),55.1
SA-BA 94-1990 Sec54(11)(c)(ii),54.11.3.34
SA-BA 94-1990 Sec54(11)(c)(i),54.11.3.9
SA-BA 94-1990 Sec54(11)(c),54.11.3
SA-CDA 30-2014 Sec189(1)(a),189.1.1
SA-CDA 30-2014 Sec188(4),188.4
SA-BA 94-1990 Sec54(11)(b)(ii),54.11.2.34
SA-BA 94-1990 Sec54(11)(b)(i),54.11.2.9
SA-BA 94-1990 Sec54(11)(a),54.11.1
SA-BA 94-1990 Sec54(10),54.1
SA-BA 94-1990 Sec54(9),54.9
SA-CRSA 24-2012 Sec 28(4),28.4
SA-CRSA 24-2012 Sec 28(3),28.3
SA-CRSA 24-2012 Sec28(2)(b),28.2.2
SA-BA 94-1990 Sec54(8A)(b),54.20.2
SA-BA 94-1990 Sec54(8A)(a),54.20.1
SA-BA 94-1990 Sec54(8)(b)(ii),54.8.2.34
SA-BA 94-1990 Sec54(8)(b)(i),54.8.2.9
SA-COMPA2008 71-2008 Sec203(2)(b),203.2.2
SA-BA 94-1990 Sec54(8)(aA),54.8.26
SA-BA 94-1990 Sec54(8)(a),54.8.1
SA-BA 94-1990 Sec54(8),54.8
SA-BA 94-1990 Sec54(7),54.7
SA-BA 94-1990 Sec54(6)(b),54.6.2
SA-BA 94-1990 Sec54(6)(a),54.6.1
SA-BA 94-1990 Sec54(5),54.5
SA-BA 94-1990 Sec54(4)(b),54.4.2
SA-BA 94-1990 Sec54(4)(a),54.4.1
SA-BA 94-1990 Sec54(4),54.4
SA-BA 94-1990 Sec54(3)(d),54.3.4
SA-INSA GOI1-2018 Par8(4),8.4
SA-INSA GOI5-2018 Par5(1),5.1
SA-INSA GOI5-2018 Par4(1)0,4.1
SA-LRA 1396-2018 Par32(4)(d),32.4.4
SA-BA 94-1990 Sec54(3)(c),54.3.3
SA-BA 94-1990 Sec54(3)(b),54.3.2
SA-BA 94-1990 Sec54(3)(a),54.3.1
SA-BA 94-1990 Sec54(2A)(c),54.20.3
SA-BCEA 519-2001 Par15(6)(b),15.6.2
SA-BA 94-1990 Sec54(2A)(b),54.20.2
SA-BA 94-1990 Sec54(2A)(a),54.20.1
SA-BA 94-1990 Sec54(2)(c),54.2.3
SA-BA 94-1990 Sec54(2)(b),54.2.2
SA-BA 94-1990 Sec54(2)(a),54.2.1
SA-BA 94-1990 Sec54(2),54.2
SA-BA 94-1990 Sec54(1C),54.22
SA-BA 94-1990 Sec54(1B)(b),54.21.2
SA-BA 94-1990 Sec54(1B)(a),54.21.1
SA-BA 94-1990 Sec54(1A),54.2
SA-EAAA 112-1976 Sec37,37
SA-EAAA 112-1976 Sec 36,36
SA-BA 94-1990 Sec54(1)(b),54.1.2
SA-BA 94-1990 Sec54(1)(a),54.1.1
SA-BA 94-1990 Sec54,54
SA-BA 94-1990 Sec53(c),53.3
SA-BA 94-1990 Sec53(b),53.2
SA-BA 94-1990 Sec53(aA),53.26
SA-BA 94-1990 Sec53(a),53.1
SA-BA 94-1990 Sec52(6),52.6
SA-BA 94-1990 Sec52(5),52.5
SA-BA 94-1990 Sec52(4)(c),52.4.3
SA-BA 94-1990 Sec52(4)(b),52.4.2
SA-BA 94-1990 Sec52(4)(a),52.4.1
SA-BA 94-1990 Sec52(3),52.3
SA-BA 94-1990 Sec52(2)(c),52.2.3
SA-BA 94-1990 Sec52(2)(b),52.2.2
SA-BA 94-1990 Sec52(2)(a),52.2.1
SA-BA 94-1990 Sec52(1A),52.2
SA-BA 94-1990 Sec52(1)(f),52.1.6
SA-BA 94-1990 Sec52(1)(e),52.1.5
SA-BA 94-1990 Sec52(1)(d)(ii),52.1.4.34
SA-BA 94-1990 Sec52(1)(d)(i),52.1.4.9
SA-BA 94-1990 Sec52(1)(c),52.1.3
SA-BA 94-1990 Sec52(1)(b),52.1.2
SA-BA 94-1990 Sec52(1)(aA),52.1.26
SA-BA 94-1990 Sec52(1)(a),52.1.1
SA-BA 94-1990 Sec51(3),51.3
SA-BA 94-1990 Sec51(2)(c),51.2.3
SA-INCOA 170-2018 Par3,3
SA-BA 94-1990 Sec51(2)(b),51.2.2
SA-BA 94-1990 Sec51(2)(a),51.2.1
SA-BA 94-1990 Sec51(2),51.2
SA-BA 94-1990 Sec51(1)(d),51.1.4
SA-BA 94-1990 Sec51(1)(c),51.1.3
SA-BA 94-1990 Sec51(1)(b),51.1.2
SA-BA 94-1990 Sec51(1)(a),51.1.1
SA-NEMA 542-2019 Reg 8(b),8.2
SA-BA 94-1990 Sec50(2)(b),50.2.2
SA-BA 94-1990 Sec50(2)(a),50.2.1
SA-BA 94-1990 Sec50(1)(b),50.1.2
SA-BA 94-1990 Sec50(1)(a),50.1.1
SA-BA 94-1990 Sec49(c),49.3
SA-BA 94-1990 Sec49(b),49.2
SA-BA 94-1990 Sec49(a),49.1
SA-BA 94-1990 Sec48(2),48.2
SA-BA 94-1990 Sec48(1),48.1
SA-BA 94-1990 Sec47,47
SA-BA 94-1990 Sec46(3)(b),46.3.2
SA-BA 94-1990 Sec46(3)(a),46.3.1
SA-BA 94-1990 Sec46(2),46.2
SA-BA 94-1990 Sec46(1),46.1
SA-BA 94-1990 Sec45(2),45.2
SA-BA 94-1990 Sec45(1),45.1
SA-NEMAWA 59-2008 Sec69(1)(s),69.1.19.0.1.19.69.1.19
SA-NEMAWA 59-2008 Sec69(1)(t),69.1.20.0.1.20.69.1.20
SA-NEMAWA 59-2008 Sec69(1)(u),69.1.21.0.1.21.69.1.21
SA-BA 94-1990 Sec44(7),44.7
SA-BA 94-1990 Sec44(6)(b),44.6.2
SA-BA 94-1990 Sec44(6)(a),44.6.1
SA-BA 94-1990 Sec44(5)(b),44.5.2
SA-BA 94-1990 Sec44(5)(a),44.5.1
SA-BA 94-1990 Sec44(5),44.5
SA-BA 94-1990 Sec44(4)(b),44.4.2
SA-EA 63-1975 Sec89,89
SA-EA 63-1975 Sec88,88
SA-EA 63-1975 Sec87,87
SA-EA 63-1975 Sec86,86
